	Country.y	Country.x	Country Code	Region	Location	peace2008	peace2009	peace2010	peace2011	peace2012	peace2013	peace2014	peace2015	peace2016	peace2017	tier2002	tier2003	tier2004	tier2005	tier2006	tier2007	tier2008	tier2009	tier2010	tier2011	tier2012	tier2013	tier2014	tier2015	tier2016	tier2017	poverty1990	poverty1991	poverty1992	poverty1993	poverty1994	poverty1995	poverty1996	poverty1997	poverty1998	poverty1999	poverty2000	poverty2001	poverty2002	poverty2003	poverty2004	poverty2005	poverty2006	poverty2007	poverty2008	poverty2009	poverty2010	poverty2011	poverty2012	poverty2013	poverty2014	poverty2015	poverty2016	poverty2017	poverty2018	gender2006	gender2007	gender2008	gender2009	gender2010	gender2011	gender2012	gender2013	gender2014	gender2015	gender2016	gender2017	gdp_per_capita1960	gdp_per_capita1961	gdp_per_capita1962	gdp_per_capita1963	gdp_per_capita1964	gdp_per_capita1965	gdp_per_capita1966	gdp_per_capita1967	gdp_per_capita1968	gdp_per_capita1969	gdp_per_capita1970	gdp_per_capita1971	gdp_per_capita1972	gdp_per_capita1973	gdp_per_capita1974	gdp_per_capita1975	gdp_per_capita1976	gdp_per_capita1977	gdp_per_capita1978	gdp_per_capita1979	gdp_per_capita1980	gdp_per_capita1981	gdp_per_capita1982	gdp_per_capita1983	gdp_per_capita1984	gdp_per_capita1985	gdp_per_capita1986	gdp_per_capita1987	gdp_per_capita1988	gdp_per_capita1989	gdp_per_capita1990	gdp_per_capita1991	gdp_per_capita1992	gdp_per_capita1993	gdp_per_capita1994	gdp_per_capita1995	gdp_per_capita1996	gdp_per_capita1997	gdp_per_capita1998	gdp_per_capita1999	gdp_per_capita2000	gdp_per_capita2001	gdp_per_capita2002	gdp_per_capita2003	gdp_per_capita2004	gdp_per_capita2005	gdp_per_capita2006	gdp_per_capita2007	gdp_per_capita2008	gdp_per_capita2009	gdp_per_capita2010	gdp_per_capita2011	gdp_per_capita2012	gdp_per_capita2013	gdp_per_capita2014	gdp_per_capita2015	gdp_per_capita2016	gdp_per_capita2017	bribes2017	bribes2016	bribes2015	bribes2014	bribes2013	bribes2012	bribes2011	bribes2010	organized_crime2017	organized_crime2016	organized_crime2015	organized_crime2014	organized_crime2013	organized_crime2012	organized_crime2011	organized_crime2010	organized_crime2009	organized_crime2008	organized_crime2007
19	Belgium	BELGIUM	BEL	Europe	Western Europe	1.368	1.365	1.4	1.413	1.376	1.339	1.354	1.365	1.528	1.525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7078	0.7198	0.7163	0.7165	0.7509	0.7531	0.7652	0.7684	0.7809	0.753	0.745	0.739	1273.691659	1350.197673	1438.523233	1535.023729	1701.846276	1835.594766	1957.62608	2086.636005	2222.361511	2458.08182	2780.696187	3099.430158	3852.141729	4927.195923	5764.489883	6737.248251	7281.817735	8472.054468	10344.84713	11873.8354	12932.8606	10679.66389	9393.876692	8893.58613	8502.538597	8797.659679	12235.18414	15216.87102	16478.83159	16613.51665	20710.64434	21154.29184	23497.72741	22403.21682	24338.1377	28565.91915	27701.90329	25027.74459	25541.67472	25444.13926	23207.40591	23121.60114	25052.33939	30743.90254	35589.68912	36967.25918	38852.37293	44403.7669	48424.5756	44880.57302	44380.17663	47702.81189	44740.58325	46582.66955	47379.17392	40375.38864	41271.48215	NA	5.680834961	5.796375736	5.812412894	5.758563194	5.607455069	5.555390197	5.678573317	5.651683004	5.31135416	5.399205198	5.842834198	6.079608273	5.988724354	6.130919016	6.323376539	6.349977039	6.115754176	6.176501907	6.075903342
20	Netherlands	NETHERLANDS	NLD	Europe	Western Europe	1.555	1.609	1.61	1.628	1.606	1.508	1.475	1.432	1.541	1.525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.725	0.7383	0.7399	0.749	0.7444	0.747	0.7659	0.7608	0.773	0.776	0.756	0.737	1068.784587	1159.392357	1240.677894	1328.036649	1541.947365	1708.096356	1835.801424	1991.360686	2185.248659	2446.335454	2889.714799	3335.493613	4052.06603	5277.350026	6358.772384	7241.886068	7824.532711	9049.812484	11036.70732	12635.19573	13615.83707	11373.41269	10931.33842	10544.0459	9849.821967	9799.443038	13607.92719	16496.29599	17518.02876	17175.64537	21019.12567	21454.86289	23598.95076	22827.30004	24331.75402	28884.71352	28698.66602	26404.98673	27533.60679	27951.73429	25921.12794	26584.12169	28817.32321	35245.16407	39954.64222	41577.16009	44453.97119	51241.31562	56928.82048	51900.34009	50338.25483	53540.60536	49474.70561	51574.48942	52157.40687	44746.33405	45637.88675	NA	6.211153221	6.224395013	6.064069317	5.987538091	6.085438599	6.168699659	6.15546357	6.115088789	5.683698177	5.840013798	5.855441317	6.00456937	6.240191548	6.250795241	6.07278705	5.972689516	5.933624604	5.909909736	5.745861237
21	Singapore	SINGAPORE	SGP	Southeast Asia	Southeast Asia	1.465	1.439	1.624	1.585	1.521	1.438	1.545	1.49	1.535	1.534	2	NA	2	2	1	2	2	2	NA	2	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.655	0.6609	0.6625	0.6664	0.6914	0.6914	0.6989	0.7	0.7046	0.711	0.712	0.702	427.8804072	448.9591838	471.8805129	510.9871891	485.3032598	516.2929285	566.5374796	625.7196767	708.2651095	812.2669633	925.2873894	1070.824033	1263.659334	1684.341085	2339.570287	2489.784619	2758.664549	2845.883449	3193.330882	3899.574157	4926.958023	5595.239935	6075.595318	6629.942539	7223.398287	6995.101303	6793.544937	7531.250196	8902.412337	10380.28028	11864.28021	14505.02039	16144.00819	18302.4304	21578.46053	24936.83083	26263.01627	26386.45745	21824.03558	21795.69696	23792.60707	21577.07823	22016.83279	23573.62804	27405.27136	29869.85398	33579.85948	39223.58187	39721.04818	38577.55822	46569.67951	53166.67581	54431.16199	56029.18914	56336.07234	53629.73746	52962.49157	NA	6.659605122	6.65864394	6.566052223	6.476501627	6.507901988	6.563600127	6.659576343	6.643586776	6.428995609	6.424984329	6.52428051	6.605100409	6.672205075	6.668521782	6.695387647	6.715111445	6.706645843	6.63637347	6.533077307
22	Mauritius	MAURITIUS	MUS	Africa	Indian Ocean	NA	NA	NA	NA	1.487	1.497	1.544	1.503	1.559	1.547	NA	1	2	2w	2	2	2	1	1	1	1	2	2	2w	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6328	0.6487	0.6466	0.6513	0.652	0.6529	0.6547	0.6599	0.6541	0.646	0.652	0.664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	779.9071319	897.6704136	1092.267744	1280.392446	1176.498054	1170.05342	1091.099714	1093.009079	1032.312731	1058.904835	1428.532921	1822.977964	2054.643747	2084.257805	2506.179312	2669.3277	2973.206977	2973.797821	3197.331024	3599.555202	3899.435192	3646.630626	3593.234081	3651.232286	3861.032414	3792.182152	3957.512906	4623.347642	5229.876738	5116.045424	5695.969327	6574.654338	8030.063005	7318.12641	8000.376432	9197.026972	9291.227619	9637.00265	10153.93822	9260.447303	9630.944028	NA	4.582472324	4.616350717	4.705032043	4.630215915	4.638602974	4.718362438	4.645888375	4.768998991	5.68807745	5.836362565	5.970297767	5.998686286	6.105325879	6.324875476	6.188108243	6.110576105	6.291402788	6.433118912	6.203451178
23	Spain	SPAIN	ESP	Europe	Western Europe	1.55	1.64	1.588	1.641	1.548	1.563	1.548	1.451	1.604	1.568	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7319	0.7444	0.7281	0.7345	0.7554	0.758	0.7266	0.7266	0.7325	0.742	0.738	0.746	396.3922533	450.0532892	520.2061314	609.4873841	675.2416391	774.7616093	889.659872	968.3067818	950.5457406	1077.6787	1208.996662	1358.465747	1704.167361	2241.448847	2742.455585	3201.119201	3270.405729	3617.737759	4344.606706	5754.542183	6191.714945	5356.577832	5145.694384	4466.336264	4477.793724	4686.891069	6495.811997	8217.234257	9676.769252	10652.95797	13767.38147	14771.6723	16068.42672	13303.67613	13378.84984	15429.93942	16069.20709	14696.21611	15340.33211	15678.21523	14676.70609	15323.6114	17019.53541	21495.70741	24918.64584	26510.71745	28482.60948	32709.40104	35579.30993	32334.00548	30736.62785	31835.2888	28563.85904	29211.77375	29623.16445	25789.51955	26616.4881	NA	4.731734896	4.71538451	4.526463944	4.435936659	4.745525412	4.8471891	4.97375573	4.997584343	5.477216721	5.661423446	5.593932629	5.483351458	5.68104366	5.754025868	5.660257355	5.552544598	5.473968614	5.598463869	5.327498748
24	Chile	CHILE	CHL	South America	South America	1.431	1.468	1.616	1.71	1.616	1.589	1.591	1.563	1.635	1.595	NA	NA	2	2	2	2	2	2	2	2	2	2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.1	NA	NA	25.3	NA	22.2	NA	14.4	NA	NA	NA	NA	NA	0.6455	0.6482	0.6818	0.6884	0.7013	0.703	0.6676	0.667	0.6975	0.698	0.699	0.704	532.6162668	584.237786	671.3997046	687.2683744	709.5792644	699.3779619	803.1491022	779.4756862	779.9788652	893.2475969	954.2491173	1116.870566	1194.633209	1667.568269	1578.875598	730.4099007	975.4843641	1296.892999	1462.835161	1964.851432	2577.323575	3016.823465	2180.290184	1725.441879	1637.167311	1453.316206	1525.426685	1767.123349	2032.959557	2294.345992	2500.646257	2811.481588	3362.169308	3551.030186	4045.621429	5137.375078	5382.846519	5781.103423	5479.498064	4986.007417	5101.368479	4595.666327	4463.545867	4787.699532	6210.828325	7615.30468	9484.681227	10526.87746	10781.36608	10243.32824	12860.17764	14705.69242	15431.90293	15941.39722	14817.37778	13653.2264	13792.92605	NA	5.542020321	5.390435949	5.462873913	5.652630978	5.657326218	5.741284885	5.875514299	5.681486155	5.202625275	5.387800365	5.554613988	5.458801853	5.400876	5.641536639	5.568125004	5.842528839	6.278100418	6.154531921	6.074151669
25	Romania	ROMANIA	ROU	Europe	Central Europe	1.537	1.58	1.749	1.742	1.627	1.584	1.677	1.542	1.649	1.6	2	2	2	2	2	2	2	2	NA	2	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.8	23.4	22.4	21.1	22.2	22.6	22.4	NA	NA	NA	NA	NA	NA	0.6797	0.6859	0.6763	0.6805	0.6826	0.6812	0.6859	0.6908	0.6936	0.693	0.69	0.708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1673.838364	1769.889931	1817.902101	1680.705623	1260.749045	1102.103785	1158.132516	1323.104325	1660.272768	1643.88046	1589.014061	1864.991387	1610.13437	1668.162731	1839.72945	2124.873613	2774.955806	3552.92452	4676.315183	5828.745662	8214.185378	10136.47356	8220.108329	8297.483621	9200.277825	8558.397606	9585.266593	10020.27733	8978.389254	9522.771041	NA	3.979490089	3.594567999	3.627398333	3.886027384	3.785739379	3.734320519	3.974165717	4.361102788	4.840155602	5.056309423	4.63412173	4.140056443	4.700525233	4.646644511	4.90643194	5.892411821	5.706356573	5.00727198	4.57782232
26	NA	SLOVAKIA	NA	Europe	NA	1.533	1.532	1.536	1.576	1.59	1.622	1.467	1.478	1.603	1.611	NA	2	2	2w	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3	11.6	10.6	10.9	11	12	13	13.2	12.8	NA	NA	NA	NA	NA	NA	0.6757	0.6797	0.6824	0.6845	0.6778	0.6797	0.6824	0.6857	0.6806	0.675	0.679	0.694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27	Botswana	BOTSWANA	BWA	Africa	Southern Africa	1.65	1.634	1.641	1.695	1.621	1.598	1.678	1.597	1.639	1.622	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2w	2w	2	2	NA	NA	NA	NA	32.9	NA	NA	NA	NA	NA	NA	NA	NA	30.6	NA	NA	NA	NA	NA	19.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6897	0.6797	0.6839	0.7071	0.6876	0.6832	0.6744	0.6752	0.7129	0.71	0.715	0.72	57.97768188	61.24224828	64.7070068	67.37587059	71.64951911	76.67722123	83.73469996	92.6258754	101.476552	114.8342053	138.363326	176.663797	222.46945	317.6646403	384.4187546	430.0741231	433.6515141	506.3237594	636.4664377	850.3486958	1059.6967	1034.153218	943.3196682	1052.732039	1077.74254	937.4744618	1135.167444	1554.419932	2031.41822	2301.989726	2750.950026	2783.021503	2848.206987	2783.237931	2779.113832	3014.867858	3022.176753	3065.527268	2869.182503	3226.295674	3349.068823	3128.097793	3055.618382	4163.065906	4896.583835	5351.253732	5374.554867	5714.047937	5623.379566	5185.729845	6346.156204	7645.214612	7029.23145	7007.625786	7497.762378	6532.044677	6924.149775	NA	4.404919005	4.597728239	4.679499991	4.796407734	4.959665386	4.989047406	5.116177768	5.102110388	5.09652853	5.168790613	5.445241714	5.550223201	6.137262128	6.260479229	5.808117624	5.711050802	5.66423642	5.523784403	5.293942222
28	Bulgaria	BULGARIA	BGR	Europe	Eastern Europe	1.72	1.738	1.785	1.845	1.699	1.663	1.637	1.607	1.646	1.631	2	2	2	2	2	2	2	2	2	2	2	2	2	2w	2w	2w	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.4	22	21.4	21.8	20.7	22.2	21.2	21	21	NA	NA	NA	NA	NA	0.687	0.7085	0.7077	0.7072	0.6983	0.6987	0.7021	0.7097	0.7444	0.722	0.726	0.756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2238.802958	2234.814816	2169.004011	1852.813434	1963.572676	1914.550647	2260.427281	3132.30136	2511.393063	2477.020818	2366.529821	1267.734375	1211.980878	1278.247173	1148.494399	1554.046931	1208.850233	1346.91277	1771.993943	1643.609895	1609.280586	1764.907387	2087.534843	2710.468024	3381.507837	3893.68998	4513.13628	5932.899677	7261.754492	6969.558557	6843.263289	7813.803499	7378.025539	7674.860559	7853.335191	6993.47736	7469.025247	NA	3.506763983	3.618547424	3.804027442	4.242929782	4.094532277	3.811181732	3.579047857	3.461056312	3.674786568	3.708789783	3.893343335	3.978151734	3.832754934	3.87480628	3.881954483	3.949739791	3.740455757	3.75069081	3.447348097
29	Malaysia	MALAYSIA	MYS	Southeast Asia	Southeast Asia	1.517	1.52	1.539	1.485	1.59	1.574	1.659	1.561	1.648	1.637	2	2	2	2	2w	3	2w	3	2w	2w	2w	2w	3	2w	2w	2	NA	NA	12.4	NA	NA	8.7	NA	6.1	NA	8.5	NA	NA	6	NA	5.7	NA	NA	3.6	NA	3.8	NA	NA	1.7	NA	NA	NA	NA	NA	NA	0.6509	0.6444	0.6442	0.6467	0.6479	0.6525	0.6539	0.6518	0.652	0.655	0.666	0.67	234.9168929	225.9164441	230.2479322	279.7084079	289.0049804	310.3277629	321.0974731	317.4289184	323.4082024	347.3786592	357.6618643	383.6748013	445.3511803	661.0192698	799.9231515	764.5550632	886.2154728	1027.274198	1246.535891	1576.029369	1774.73631	1769.126939	1852.330981	2047.882636	2234.356477	2000.145978	1728.543559	1947.442371	2071.45488	2215.3645	2440.591801	2652.144224	3111.976879	3431.370186	3726.340667	4328.000018	4797.291371	4637.320481	3263.520983	3493.465229	4045.170471	3915.115046	4167.364387	4463.675893	4955.477743	5593.822995	6222.982955	7269.17114	8513.629541	7326.744435	9071.356987	10405.12062	10779.50751	10882.2891	11183.72943	9648.553455	9508.23775	NA	4.840707874	4.77662375	4.885621241	4.915584196	4.696266098	4.650497319	4.793443125	4.468991521	5.029234409	5.06795435	5.196576446	5.249838166	5.21610983	5.409074939	5.542939702	5.209809685	4.959237148	5.157374187	5.6759673
30	Qatar	QATAR	QAT	Middle East	Middle East	1.561	1.357	1.394	1.398	1.395	1.48	1.491	1.568	1.716	1.664	3	2	2w	3	2w	3	3	2w	NA	2w	2	2	2w	2w	2w	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N/A	0.6041	0.5948	0.5907	0.6059	0.623	0.6264	0.6299	0.6403	0.645	0.643	0.626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2755.732617	3246.416836	3909.019418	5581.262562	15623.55715	15283.36587	18893.1023	19828.55013	21093.95143	27436.16	34986.45788	34904.18371	27385.77057	20898.29135	19634.78591	16582.08439	12698.20459	12895.80856	13605.83296	14047.05239	15448.66548	14120.29449	15430.65926	14268.49837	14542.54286	15849.31879	17344.95693	21132.8714	18631.78792	21763.45098	29986.29015	28430.63635	29990.65492	34176.98183	41818.35256	51488.49529	60256.55926	67005.61258	82967.37228	61478.23813	70306.22784	85948.07046	88564.82298	88304.87958	86852.71019	66346.52267	59324.33877	NA	6.306822681	6.190634607	6.113979473	6.354888111	6.50662372	6.250953805	5.9321874	6.017165972	6.384772778	6.396888818	6.398271114	6.677723257	6.861364317	6.442008562	5.771626	6.334300542	6.791639427	6.461987657	6.262766908
31	Croatia	CROATIA	HRV	Europe	Central Europe	1.76	1.669	1.707	1.699	1.648	1.571	1.548	1.55	1.633	1.665	NA	2	2w	2	2	2	1	1	1	1	1	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	21.3	20.5	19.5	NA	NA	NA	NA	NA	NA	0.7145	0.721	0.6967	0.6944	0.6939	0.7006	0.7053	0.7069	0.7075	0.708	0.7	0.711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4794.937213	5268.805674	5210.430239	5650.332016	5135.473341	4919.628069	5245.421419	6053.716037	7805.881418	9365.742468	10224.30403	11363.41845	13546.69872	15893.86056	14157.14416	13505.74586	14539.18421	13235.97757	13574.74009	13467.46827	11638.07948	12149.18958	NA	3.780416775	3.986000303	4.019369649	3.95003952	3.676925781	3.557133865	3.84636415	3.849737577	4.923897743	5.108815679	5.2904547	5.419742138	5.524592239	5.212673159	4.91299435	5.300160676	5.324641923	5.127265876	4.782031302
32	Latvia	LATVIA	LVA	Europe	Northern Europe	1.7	1.774	1.827	1.793	1.774	1.772	1.745	1.695	1.68	1.67	2	2	2	2	2	2	2	2w	2	2	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.4	23.5	21.2	25.9	26.4	20.9	19	19.2	19.4	NA	NA	NA	NA	NA	NA	0.7091	0.7333	0.7397	0.7416	0.7429	0.7399	0.7572	0.761	0.7691	0.752	0.755	0.756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2329.270854	2429.591085	2682.316453	2977.148772	3151.325802	3352.731296	3572.80513	4132.349207	5134.905694	6351.080125	7558.742006	9667.9757	14044.01589	16348.53121	12219.37379	11326.21947	13702.68947	13822.80559	15032.28201	15716.36907	13639.69412	14071.02723	NA	4.301360464	4.549999713	4.751755399	4.757658241	4.439776474	4.317738318	4.229077955	3.903706624	5.468237877	5.750974312	6.053402387	5.652341941	5.742818795	5.733455175	5.495546122	6.018092224	6.301196479	6.170223562	5.705421722
33	Poland	POLAND	POL	Europe	Central Europe	1.61	1.597	1.618	1.545	1.524	1.53	1.532	1.43	1.557	1.676	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.3	14.8	15.6	16.6	NA	20.5	19.1	17.3	16.9	17.1	17.6	17.7	17.1	17.3	NA	NA	NA	NA	NA	NA	0.6802	0.6756	0.6951	0.6998	0.7037	0.7038	0.7015	0.7031	0.7051	0.715	0.727	0.728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1731.209531	2235.541089	2459.020685	2497.195241	2874.825311	3682.791215	4140.983541	4116.926243	4510.413117	4389.976415	4492.727604	4981.198619	5196.932921	5693.52416	6681.178818	8021.251569	9040.770206	11260.31852	14001.44688	11542.02029	12597.86239	13890.69624	13143.52122	13780.19061	14339.67455	12564.48353	12414.09873	NA	4.789715719	4.84087503	4.753471615	4.664209486	4.758762142	4.933050679	4.932667681	4.919706607	5.087963581	5.213934645	5.366520471	5.640936266	5.724049636	5.739319765	5.734075367	5.652665632	5.096957007	4.545475892	4.065985162
34	Costa Rica	COSTA RICA	CRI	North America	Central America	1.57	1.595	1.59	1.681	1.659	1.755	1.755	1.654	1.699	1.701	2	2	2	2	2	2	2w	2	2	2w	2	2	2	2w	2w	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3	21.6	20.6	20.7	22.4	NA	NA	NA	NA	0.6936	0.7014	0.7111	0.718	0.7194	0.7266	0.7225	0.7241	0.7165	0.732	0.736	0.727	380.7191307	354.815218	334.4868363	344.8290256	353.001883	373.0330451	394.173151	412.7293867	442.9877079	474.6844143	532.6671368	567.4123466	635.9636206	766.0887124	814.7052445	934.8988849	1121.338039	1391.67107	1554.708466	1734.436062	2022.109731	1069.139835	1033.894312	1535.351908	1727.175553	1756.856818	1955.702554	2033.671259	2059.311255	2274.430069	2391.301446	2257.491123	2618.167952	2854.6202	3045.406733	3279.326506	3230.234155	3408.365101	3614.562567	3688.398314	3808.363689	3981.528047	4062.014965	4167.714107	4425.507467	4697.011135	5245.187372	6120.623418	6911.136136	6809.396224	8199.414621	9186.59639	9985.36959	10569.66631	10647.44179	11406.36273	11824.6381	NA	4.292348623	4.166778669	4.250968045	4.449672946	4.423836729	4.345682988	4.400259082	4.55985342	4.736902714	4.98876707	5.183382935	5.185708292	5.269957065	4.854084288	4.092489221	4.65200575	5.161545021	5.162969957	4.964849158
35	Uruguay	URUGUAY	URY	South America	South America	1.524	1.573	1.568	1.521	1.628	1.528	1.565	1.721	1.726	1.709	NA	NA	NA	2	2	2	2	2	NA	2	2	2w	2w	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.5	29.6	24.2	21	18.5	13.7	12.4	11.5	NA	NA	NA	NA	NA	0.6549	0.6608	0.6907	0.6936	0.6897	0.6907	0.6745	0.6803	0.6871	0.679	0.681	0.71	489.350136	601.7011432	656.71224	584.2907629	741.2430179	701.7047182	664.438377	580.9698363	574.3441917	717.1386388	760.5859821	996.0926613	775.9933854	1404.741987	1448.339145	1250.200808	1290.604566	1440.152554	1707.34191	2479.671356	3485.52603	3764.293025	3106.948545	1715.939043	1620.720614	1571.103059	1939.966701	2415.598758	2676.197626	2731.95053	2989.991172	3577.910095	4082.012424	4720.394249	5458.06481	5984.13519	6316.26994	7327.934445	7711.07657	7247.398162	6871.897677	6281.377047	4088.768855	3622.052284	4117.308853	5220.951116	5877.876078	7009.697046	9062.312164	9415.170386	11938.212	14166.49908	15092.06819	16881.20568	16737.89827	15524.84247	15220.56603	NA	5.495682812	5.544397044	5.526914284	5.574701154	5.500733217	5.506012149	5.567823407	5.446817174	5.548988819	5.568153165	5.634058105	5.989512453	6.01300439	5.953217736	6.276367135	6.422160759	6.421291183	6.458884712	6.126866883
36	Estonia	ESTONIA	EST	Europe	Northern Europe	1.65	1.72	1.751	1.798	1.715	1.71	1.635	1.677	1.732	1.712	2	2	2w	2	2	2	2	2	2	2w	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.2	18.3	18.3	19.4	19.5	19.7	15.8	17.5	17.5	18.6	NA	NA	NA	NA	NA	NA	0.6944	0.7008	0.7076	0.7094	0.7018	0.6983	0.6977	0.6997	0.7017	0.749	0.747	0.731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3044.383709	3352.733741	3619.945496	4052.292271	4119.347394	4070.032827	4498.957027	5308.347781	7174.237415	8850.465115	10338.31322	12595.41065	16586.4052	18094.54805	14726.31828	14638.60482	17454.84342	17421.89022	19072.23852	19949.58138	17155.87418	17736.8027	NA	6.051542187	6.08336584	5.942090554	5.768003624	5.582498385	5.49303635	5.535585965	5.486212366	6.173841	6.26439684	6.354421003	6.279150551	6.351068654	6.576338125	6.591907183	6.524422857	6.262523455	5.984891776	5.89974154
37	Lithuania	LITHUANIA	LTU	Europe	Northern Europe	1.67	1.675	1.713	1.76	1.741	1.784	1.797	1.674	1.735	1.732	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	20	19.1	20	20.3	20.5	19.2	18.6	20.6	NA	NA	NA	NA	NA	NA	0.7077	0.7234	0.7222	0.7175	0.7132	0.7131	0.7191	0.7308	0.7208	0.74	0.744	0.742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2168.796099	2328.153808	2830.737533	3166.895648	3113.546428	3297.354701	3530.147337	4146.987928	5505.535669	6706.966998	7863.162009	9240.642548	12297.91535	14961.56818	11837.39103	11984.86857	14357.73523	14341.18163	15693.78673	16545.12267	14289.12057	14912.68654	NA	4.935642338	4.915824601	4.741928752	4.569743967	4.580010749	4.510407303	4.482018183	4.641941117	5.467302799	5.444711745	5.198160725	5.142982026	5.512107079	5.676653622	5.734026844	6.015302898	5.92417797	5.916297116	5.269794894
