	Country.y	Country.x	Country Code	Region	Location	peace2008	peace2009	peace2010	peace2011	peace2012	peace2013	peace2014	peace2015	peace2016	peace2017	tier2002	tier2003	tier2004	tier2005	tier2006	tier2007	tier2008	tier2009	tier2010	tier2011	tier2012	tier2013	tier2014	tier2015	tier2016	tier2017	poverty1990	poverty1991	poverty1992	poverty1993	poverty1994	poverty1995	poverty1996	poverty1997	poverty1998	poverty1999	poverty2000	poverty2001	poverty2002	poverty2003	poverty2004	poverty2005	poverty2006	poverty2007	poverty2008	poverty2009	poverty2010	poverty2011	poverty2012	poverty2013	poverty2014	poverty2015	poverty2016	poverty2017	poverty2018	gender2006	gender2007	gender2008	gender2009	gender2010	gender2011	gender2012	gender2013	gender2014	gender2015	gender2016	gender2017	gdp_per_capita1960	gdp_per_capita1961	gdp_per_capita1962	gdp_per_capita1963	gdp_per_capita1964	gdp_per_capita1965	gdp_per_capita1966	gdp_per_capita1967	gdp_per_capita1968	gdp_per_capita1969	gdp_per_capita1970	gdp_per_capita1971	gdp_per_capita1972	gdp_per_capita1973	gdp_per_capita1974	gdp_per_capita1975	gdp_per_capita1976	gdp_per_capita1977	gdp_per_capita1978	gdp_per_capita1979	gdp_per_capita1980	gdp_per_capita1981	gdp_per_capita1982	gdp_per_capita1983	gdp_per_capita1984	gdp_per_capita1985	gdp_per_capita1986	gdp_per_capita1987	gdp_per_capita1988	gdp_per_capita1989	gdp_per_capita1990	gdp_per_capita1991	gdp_per_capita1992	gdp_per_capita1993	gdp_per_capita1994	gdp_per_capita1995	gdp_per_capita1996	gdp_per_capita1997	gdp_per_capita1998	gdp_per_capita1999	gdp_per_capita2000	gdp_per_capita2001	gdp_per_capita2002	gdp_per_capita2003	gdp_per_capita2004	gdp_per_capita2005	gdp_per_capita2006	gdp_per_capita2007	gdp_per_capita2008	gdp_per_capita2009	gdp_per_capita2010	gdp_per_capita2011	gdp_per_capita2012	gdp_per_capita2013	gdp_per_capita2014	gdp_per_capita2015	gdp_per_capita2016	gdp_per_capita2017	bribes2017	bribes2016	bribes2015	bribes2014	bribes2013	bribes2012	bribes2011	bribes2010	organized_crime2017	organized_crime2016	organized_crime2015	organized_crime2014	organized_crime2013	organized_crime2012	organized_crime2011	organized_crime2010	organized_crime2009	organized_crime2008	organized_crime2007
47	Panama	PANAMA	PAN	North America	Central America	1.68	1.862	1.878	1.812	1.899	1.893	1.877	1.903	1.837	1.835	NA	NA	2	2	2	2	2w	2	NA	2w	2	2	2w	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.3	36.5	33.8	33.4	29.8	27.6	26.5	25.8	NA	NA	NA	NA	NA	0.6935	0.6954	0.7095	0.7024	0.7072	0.7042	0.7122	0.7164	0.7195	0.772	0.721	0.722	474.1258217	513.2890616	542.3615633	583.4445276	608.1266905	648.4622242	686.0911919	742.1273799	775.6495804	827.1744468	889.2300989	974.9232782	1040.786362	1157.590476	1287.911752	1395.42581	1444.696568	1489.894335	1721.694229	1918.076369	2332.021482	2577.617944	2782.161002	2791.671155	2848.950175	2947.590611	2996.523014	2945.07659	2492.079094	2446.163181	2603.781289	2803.871581	3122.003689	3339.838168	3489.065313	3494.436934	3529.78532	3741.242759	3974.650657	4082.614583	4060.299035	4046.372833	4126.140671	4267.13578	4591.892776	4916.54886	5348.518399	6068.086607	6973.92804	7429.628274	7937.259931	9270.723171	10589.82713	11685.97983	12593.73704	13134.04367	13680.23601	NA	3.822054815	3.932314278	3.695599793	3.776502212	3.997073453	3.891192168	3.712713125	3.870272262	4.920597553	5.210458873	4.866859936	4.471782756	4.602407668	4.751412406	4.543976904	4.529623067	5.035576628	5.205812142	5.023428075
48	Namibia	NAMIBIA	NAM	Africa	Southern Africa	1.82	1.837	1.864	1.85	1.804	1.807	1.808	1.784	1.873	1.838	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2w	2w	2w	2	2	NA	NA	NA	NA	69.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.7	NA	NA	NA	NA	28.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6864	0.7012	0.7141	0.7167	0.7238	0.7177	0.7121	0.7094	0.7219	0.76	0.765	0.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2404.416189	2184.335068	2014.538154	2134.995392	1764.477192	1407.100937	1522.089666	1854.312603	1924.062118	1873.137121	1982.325243	2055.440991	2278.046521	2063.14806	2263.400295	2381.645435	2311.96379	2332.383578	2113.442775	2055.364975	2057.995057	1834.294086	1713.047594	2482.36862	3288.257373	3573.146387	3881.209535	4202.510968	4029.065061	4153.497885	5191.583081	5600.971392	5749.404752	5490.041312	5392.712419	4770.500939	4414.978947	NA	4.158380222	4.191212207	4.040586891	4.093861602	4.082795907	4.170529976	4.50478383	4.791925433	4.637508869	5.064154152	4.879635372	4.721573301	4.93855288	5.254763206	5.276690041	5.280212291	5.584911436	5.508212987	4.833253836
49	France	FRANCE	FRA	Europe	Western Europe	1.75	1.779	1.636	1.697	1.71	1.863	1.808	1.742	1.829	1.839	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.652	0.6824	0.7341	0.7331	0.7025	0.7018	0.6984	0.7089	0.7588	0.761	0.755	0.778	1338.299606	1440.55433	1585.917267	1752.964403	1919.266718	2042.240384	2189.670888	2346.362952	2532.314748	2725.217643	2862.469268	3173.840026	3857.37279	4965.854769	5317.61951	6672.511388	6846.352197	7513.344973	9248.441631	11170.46017	12712.6014	11110.55977	10505.73547	10005.15167	9432.292357	9775.339435	13557.14722	16324.39356	17696.51115	17704.95898	21795.23783	21782.41658	23937.05651	22503.26009	23625.52979	27037.97259	27015.25805	24359.42262	25101.36999	24799.29478	22465.6411	22527.31812	24275.2426	29691.18063	33874.74363	34879.72909	36544.50566	41600.58527	45413.06642	41631.13141	40703.34592	43810.20155	40838.02506	42554.12012	42955.24189	36526.77011	36857.11923	NA	5.580246639	5.459823681	5.207542593	5.263105683	5.399589344	5.382370539	5.631958406	5.54373607	5.149440765	5.13322503	4.987940726	4.870428117	5.503010158	5.828216638	5.670470372	5.8258397	5.780607525	5.856557093	5.854345788
50	Indonesia	INDONESIA	IDN	Southeast Asia	Southeast Asia	1.86	1.843	1.946	1.979	1.913	1.879	1.853	1.768	1.799	1.85	3	2	2	2	2w	2	2	2	2	2	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	17.6	NA	NA	23.4	NA	NA	18.2	17.4	16.7	16	17.8	16.6	15.4	14.2	13.3	12.5	12	11.4	11.3	NA	NA	NA	NA	0.6541	0.655	0.6473	0.658	0.6615	0.6594	0.6591	0.6613	0.6725	0.681	0.682	0.691	NA	NA	NA	NA	NA	NA	NA	56.98005693	69.23718789	79.40131553	84.8434192	84.27318295	96.72452802	139.4578302	215.5294056	248.1230768	296.1066251	355.1791972	389.4780269	379.90834	523.246753	603.0879338	621.2956915	546.0398033	559.2253062	550.3227734	505.5117832	470.7667531	512.8922707	564.2322037	622.8660132	672.5881106	725.9760689	881.3616821	971.1075966	1092.697237	1210.948122	1132.562479	493.9995683	714.5453308	830.5845879	796.3958746	957.7806429	1133.411259	1222.911783	1342.544156	1688.874304	1975.167375	2300.370675	2400.367644	3113.480635	3634.276805	3687.953996	3620.663981	3491.595887	3336.106686	3570.294888	NA	3.819562626	3.641220995	3.652829334	3.582616792	3.311445878	3.198246094	3.26154921	3.408486875	4.185480595	4.082587494	4.096057821	4.229755266	4.131571989	4.140085957	4.23692335	4.710186168	4.998766498	5.426118392	5.748167173
51	Timor-Leste	TIMOR-LESTE	TLS	Southeast Asia	Southeast Asia	NA	NA	NA	NA	NA	1.854	1.947	1.86	1.879	1.866	NA	NA	NA	NA	NA	NA	2	2	NA	2	2	2	2w	2w	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.3	NA	NA	NA	NA	NA	49.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N/A	N/A	N/A	N/A	N/A	N/A	0.6855	N/A	N/A	N/A	0.637	0.628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	402.0066527	481.2947703	457.7900166	448.0615951	444.3430043	454.5957016	419.622201	498.8491398	611.7759685	719.7315431	806.0627745	931.0460326	1027.784502	1190.510366	1196.061391	1294.54454	1405.387212	NA	NA	NA	NA	3.106979929	3.279274274	3.568893214	3.157361205	3.353145906	NA	NA	NA	4.276739719	4.863490054	5.328308647	4.568099705	4.179053156	4.256519828	4.097419036	3.594871795
52	Tanzania	TANZANIA	TZA	Africa	East Africa	1.79	1.782	1.832	1.858	1.873	1.887	1.889	1.903	1.899	1.876	2	2	2w	2	2	2	2w	2	NA	2w	2	2w	2w	2w	2w	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7038	0.6969	0.7068	0.6797	0.6829	0.6904	0.7091	0.6928	0.7182	0.718	0.716	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219.3718195	184.3396842	172.0447984	193.7400952	173.8913828	155.5982751	159.6357424	180.4650233	216.9327932	249.931287	296.3409541	299.7867537	306.7238273	304.339284	308.0565528	323.0721066	345.189237	442.2528543	471.5273761	528.063562	651.2624387	658.7579527	701.6045501	733.4128065	820.1562898	901.7314303	950.3743138	872.2954949	877.507612	NA	3.235498571	2.900824098	2.8921048	2.870151323	2.795121611	3.135720826	3.181941711	3.137639433	4.818488598	4.934228461	4.808766341	4.689717423	4.994388297	4.825686645	4.811462062	5.333767132	5.53514345	5.638092403	5.207951038
53	Argentina	ARGENTINA	ARG	South America	South America	1.77	1.846	1.962	1.852	1.763	1.907	1.789	1.865	1.957	1.88	NA	NA	2	2	2w	2w	2w	2w	2	2	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6829	0.6982	0.7209	0.7211	0.7187	0.7236	0.7212	0.7195	0.7317	0.734	0.735	0.732	NA	NA	1148.579957	845.0771842	1166.3174	1272.010496	1266.344989	1057.755661	1136.517832	1324.082935	1317.487755	1366.354726	1401.487795	2083.972218	2824.650915	2011.68904	1932.590782	2112.501173	2129.313793	2501.480753	2738.284723	2756.396981	2907.757627	3530.131783	2643.369398	2909.51661	3595.085898	3546.71882	3969.327412	2375.339103	4318.7747	5715.504397	6798.026763	6940.350358	7449.48039	7373.428246	7683.574065	8172.664323	8248.761989	7736.369623	7669.273916	7170.694674	2579.193168	3330.437006	4251.574348	5076.883829	5878.761027	7193.61764	8953.359275	8161.306966	10276.2605	12726.90836	12969.70712	12976.63642	12245.25645	13467.10236	12440.32098	NA	3.312793445	3.135063151	2.893571526	2.823268902	2.834753025	2.922030849	3.096327137	3.089993559	4.102035999	4.153169911	3.955549355	4.080470677	4.387326374	4.071011081	3.524318	4.227460269	4.665537093	4.599427492	4.449545798
54	Serbia	SERBIA	SRB	Europe	Central EuropeSoutheast Europe	2.02	1.906	2.071	2.071	1.92	1.912	1.849	1.768	1.834	1.888	NA	NA	NA	NA	NA	2	2	2	NA	2	2	2	2	2	2w	2w	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6	NA	NA	NA	NA	NA	NA	NA	N/A	N/A	N/A	N/A	N/A	N/A	0.7037	0.7116	0.7086	0.72	0.72	0.727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2196.618467	2749.966439	3178.831484	2416.069077	2441.430389	870.1365252	1634.875061	2149.909404	2832.490652	3331.228766	3528.131008	4129.758741	5458.121718	6701.773913	5821.305397	5411.877404	6423.291783	5659.380204	6353.826383	6200.173221	5237.255334	5426.198279	NA	3.855289555	3.656868689	3.662466614	3.872779966	3.734523827	3.6247227	3.603625237	3.651129155	4.071103096	4.120706868	4.271248929	4.115603463	3.981390607	4.116671325	4.283300957	4.291984418	4.238569316	4.506405971	4.325581395
55	Albania	ALBANIA	ALB	Europe	Southeast Europe	1.91	1.89	1.925	1.912	1.927	1.961	1.939	1.821	1.867	1.908	2	2	2	2	2	2	2w	2	2	2	2	2w	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.4	NA	NA	18.5	NA	NA	12.4	NA	NA	NA	14.3	NA	NA	NA	NA	NA	NA	0.6607	0.6685	0.6591	0.6601	0.6726	0.6748	0.6655	0.6412	0.6869	0.701	0.704	0.728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	662.5200523	662.9147926	719.1572957	699.3842921	676.5667325	723.4096102	639.4638993	348.7113178	218.4921659	380.5273711	619.0651634	760.5593758	1046.358511	749.584649	865.3021618	1098.425463	1175.788981	1326.970339	1453.642777	1890.681557	2416.588235	2709.142931	3005.012903	3603.013685	4370.539647	4114.136545	4094.358832	4437.178068	4247.614308	4413.081697	4578.666728	3934.895394	4124.98239	NA	3.91578908	4.000205757	3.735972103	3.163361024	3.06666637	3.629837454	4.102414712	4.037935512	4.321953773	4.285813122	4.388893684	4.306959141	4.3783932	4.667593134	5.198633067	5.17020533	4.855366647	4.421963319	3.871140438
56	Kuwait	KUWAIT	KWT	Middle East	Western Asia	1.67	1.691	1.693	1.667	1.792	1.705	1.679	1.626	1.842	1.909	NA	2	2	3	2w	3	3	3	3	3	3	3	3	3	2w	2w	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6341	0.6409	0.6358	0.6356	0.6318	0.6322	0.632	0.6292	0.6457	0.646	0.624	0.679	NA	NA	NA	NA	NA	4429.171107	4556.463065	4217.380839	4194.569472	4007.258188	3848.569739	4843.548836	5208.495365	5952.861796	13478.76895	11731.55334	12056.15171	12217.22249	12626.99261	19040.04248	20868.74216	17364.39948	14277.62713	13203.17132	13103.55445	12330.47364	9750.902967	11512.05444	10148.91608	11594.13742	8776.741344	5407.969783	NA	NA	NA	16882.42146	19300.86144	17696.13876	14126.8751	15391.34574	18389.38433	16540.96761	17789.41981	22071.56961	26921.08278	35490.26132	42717.55725	45793.97614	55571.99806	37567.30121	38497.61696	48268.5912	51264.07134	48399.90581	42996.40812	29109.06874	27359.23033	NA	3.881515789	4.131933058	4.17873116	4.173847757	4.446971076	4.393862513	4.486520526	4.521791183	5.100068092	5.620447965	5.732918174	5.488864404	5.913204503	6.221399908	6.167828562	6.323267661	6.345398111	6.20552212	6.256163844
57	Senegal	SENEGAL	SEN	Africa	Western Africa	1.95	1.969	2.031	2.047	1.994	2.061	1.974	1.805	1.978	1.929	2	2	2w	2	2	2	2	2w	NA	2	2w	2	2	2	2w	2w	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.2	NA	NA	NA	48.3	NA	NA	NA	NA	NA	46.7	NA	NA	NA	NA	NA	NA	NA	N/A	N/A	N/A	0.6427	0.6414	0.6573	0.6657	0.6923	0.6912	0.698	0.685	0.684	247.2362843	253.8448354	253.1622673	254.5812965	262.3083829	259.5349106	259.9335292	252.512317	257.7011573	238.0010047	240.7120873	241.1144022	282.9383403	315.5603269	345.3047803	452.9278733	447.5827379	447.2047499	487.4974941	592.2565125	626.4086987	552.4494566	525.278119	454.7498512	430.1788977	456.7956078	626.6468411	731.1842411	701.3463752	670.3961344	756.6085301	721.1150526	747.8320019	686.4979804	455.4885004	557.7842575	564.4959826	508.0726031	534.0979161	533.2851225	473.4500338	481.2870397	513.026227	642.7663113	733.0581811	773.8698713	809.8038296	950.3978522	1101.202117	1021.037864	1002.52994	1081.939254	1038.077646	1051.750745	1052.127482	910.7747772	952.7683234	NA	3.577257729	3.632844819	3.624070899	3.515996508	3.581420304	3.540476648	3.578168891	3.666768447	4.478265285	4.868594161	4.795933061	4.305692874	4.52543112	5.312486726	5.846387418	6.036105931	6.070797167	5.526669071	5.0625
58	NA	EQUATORIAL GUINEA	GNQ	NA	Middle Africa	1.9	1.808	1.948	2.041	2.039	2.072	2.079	1.987	1.94	1.93	2	2	3	2	2w	3	2w	2w	2w	3	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.74142752	40.66082689	46.83051605	233.4148053	242.6035918	246.4471338	224.0372112	219.5247223	216.4051631	215.2942485	223.6245817	288.9578605	349.4832077	401.5278074	411.005218	421.5533677	NA	NA	198.3467376	136.010571	152.4158867	141.3227028	148.8405743	173.0823549	203.1981915	239.2422021	249.8835852	213.1317932	262.6694558	251.7022043	295.9634764	289.088409	206.936408	280.9695313	443.6325956	812.1715228	654.1473102	1052.852818	1702.684901	2283.879039	2711.170114	3577.176197	6085.348907	10850.63334	12732.02759	15761.83913	22742.38159	16530.20937	17136.44568	21451.88617	21557.6528	20246.99308	19245.65151	10717.48218	8747.353473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59	NA	TOGO	TGO	NA	West Africa	NA	NA	NA	NA	NA	1.954	2.003	1.944	1.954	1.939	2	2	2	3	2w	2	2	2	NA	2	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.7	NA	NA	NA	NA	58.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.63845417	79.12013307	81.99474913	87.79197513	99.93788939	109.6201848	121.8335574	124.8793956	124.3495722	131.5698685	120.0538809	131.0987358	149.3505629	176.4737398	237.8140162	256.1026754	251.3233693	308.681615	319.9199531	337.4301441	417.6685258	342.2239169	281.8639162	253.0358123	228.6925986	234.3563261	315.3702223	359.5481768	384.9456179	367.0137728	430.0114381	412.722312	426.0809921	303.4487827	236.0011558	306.3583371	333.189857	330.5621437	339.2473068	326.6040699	260.3932935	260.6394652	280.8032123	310.4370144	349.9937253	372.1721837	377.336029	420.7604743	513.391914	499.6468713	487.9238913	562.3393592	563.6894247	579.434805	620.1318489	551.1308346	578.4616936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
60	Cyprus	CYPRUS	CYP	Europe and Middle East	Eastern Mediterranean	NA	1.65	1.64	2.013	2.013	1.957	1.84	1.844	1.924	1.94	NA	NA	2w	2	2w	2w	2w	2	2	2w	2	2	2w	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.643	0.6522	0.6694	0.6706	0.6642	0.6567	0.6732	0.6801	0.6741	0.671	0.684	0.684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	976.3342448	1157.411648	1476.271543	1929.403607	2559.259675	4232.022939	4033.240478	4122.784499	4091.048498	4258.743589	4488.287003	5642.631476	6690.577975	7645.629767	8038.914242	9641.575273	9696.099593	11310.07192	10526.14177	11617.69278	15098.00602	14969.42279	14303.53857	15247.29329	15457.64436	14672.88206	15062.92433	16372.29152	20293.40789	23932.49128	25324.48666	27169.99256	31386.63265	35390.70488	32105.8159	30818.46396	32233.83942	28984.91481	27942.31667	27400.80299	23212.2247	23541.48825	NA	4.597777224	4.521545658	4.82600075	5.038262077	5.011554415	4.811334013	5.041778761	5.470417135	4.842011452	5.050303261	5.60665545	5.697744863	5.719325115	5.708314424	5.596898657	5.984719413	6.318609444	6.335628055	5.888619222
61	United Arab Emirates	UNITED ARAB EMIRATES	ARE	Middle East	Southwest AsiaEastern Europe	1.557	1.619	1.739	1.69	1.785	1.679	1.748	1.805	1.931	1.944	3	1	2	3	2w	2w	2	2w	NA	2	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5919	0.6184	0.622	0.6198	0.6397	0.6454	0.6392	0.6372	0.6436	0.646	0.639	0.649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26556.08003	29698.16922	33245.8361	27897.32709	32798.47823	41825.99546	44012.33307	39193.74097	34159.03735	31709.25433	29189.16779	23056.10453	23312.92953	21907.59798	23612.7452	27256.29094	26168.26662	25993.55801	25199.34958	25467.19222	26847.08005	28615.58214	29199.52461	26663.3087	28260.00502	33071.26869	31061.52935	31311.35936	33230.52318	36161.17061	39439.80197	42372.22166	42672.61323	45758.90554	33072.57517	35049.14832	40462.31209	42112.23565	43350.64268	44449.74035	39101.74689	37622.20746	NA	6.446948242	6.488142047	6.426274896	6.426274896	6.3601856	6.370832945	6.093916289	5.948658507	6.369695187	6.556076011	6.76883308	6.76883308	6.904856	6.837766549	6.65487034	6.694714211	6.643808048	6.282553492	6.214745637
62	Ecuador	ECUADOR	ECU	South America	South America	2.17	2.197	2.185	2.116	2.028	2.059	2.042	1.997	2.02	1.948	NA	NA	3	3	2	2	2	2	2	2w	2w	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.4	54.9	NA	49.9	44.6	42.2	37.6	36.7	35.1	36	32.8	28.6	27.3	25.6	22.5	NA	NA	NA	NA	0.6433	0.6881	0.7091	0.722	0.7072	0.7035	0.7206	0.7389	0.7455	0.738	0.726	0.724	222.2668628	209.3517908	199.1730946	209.617604	226.719903	454.6655524	449.3990149	458.7800829	450.5711303	527.4997645	471.385993	440.7573993	495.5872546	588.5972465	970.7354295	1106.518478	1266.390725	1495.253146	1574.55979	1823.722995	2241.790006	2665.31225	2374.597409	1993.03494	1916.703586	1895.769887	1651.4935	1467.302462	1340.142796	1392.232518	1491.401682	1623.989246	1690.155141	1729.373393	2028.197734	2135.632812	2159.150814	2361.599124	2300.407884	1584.463443	1451.290776	1903.741571	2183.966796	2440.46898	2708.557892	3021.942547	3350.786541	3590.718086	4274.952065	4255.565701	4657.302361	5223.351763	5702.104313	6074.090829	6396.630483	6150.155955	6018.526868	NA	3.329059434	3.725854487	3.938040924	NA	3.560446904	3.2286954	3.370035722	3.302984992	4.499307632	4.629176387	4.686956406	NA	3.913948146	3.612301	3.845419083	4.283540946	4.353348993	4.604894192	4.370811564
63	Montenegro	MONTENEGRO	MNE	Europe	Southeast Europe	NA	2.005	2.06	2.113	2.006	1.976	1.86	1.854	1.884	1.95	NA	NA	NA	NA	NA	2	2w	2w	2	2	2	2	2	2	2	2w	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.2	11.3	8	4.9	6.8	6.6	9.3	11.3	NA	NA	NA	NA	NA	NA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.689	0.681	0.693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1627.042893	1909.583957	2106.243274	2789.10735	3380.199535	3674.617924	4383.595097	5957.145693	7367.751909	6727.107767	6682.281158	7318.742449	6586.719209	7186.429787	7378.345289	6514.272695	7028.934799	NA	3.963209343	3.90304553	4.150538408	4.045330356	4.101841396	4.370898649	4.429939295	4.348378114	4.357881069	4.222610697	4.528552001	4.626502265	4.921222938	5.223920504	5.636355982	5.699635714	5.485783182	5.472888826	5.222222222
64	Paraguay	PARAGUAY	PRY	South America	South America	1.9	1.95	2.019	1.954	1.973	2.06	1.976	2.023	2.037	1.961	NA	NA	2w	2	2	2	2	2	NA	2	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	41.3	38.6	43.7	41.2	37.9	35.1	34.7	32.4	26.9	23.8	NA	NA	NA	NA	NA	0.6556	0.6659	0.6379	0.6868	0.6804	0.6818	0.6714	0.6724	0.689	0.666	0.676	0.678	NA	NA	NA	NA	NA	184.3185998	189.1562671	197.2081038	202.9062528	212.5243189	221.8005609	240.2213197	268.5259195	334.459431	440.4658893	484.3811572	538.4506835	651.48519	780.1070546	1013.133662	1287.421199	1595.472111	1505.159772	1511.178695	1139.995821	807.836239	910.5167692	972.4304763	1022.105067	1120.874848	1351.578137	1615.476618	1614.674104	1596.144879	1692.238533	1903.469193	2009.650315	2000.911081	1773.239886	1614.903106	1545.626423	1417.260582	1148.229882	1174.779347	1408.527976	1507.145691	1809.710539	2312.192926	3059.992184	2599.596259	3225.591754	3988.011894	3855.537735	4479.905858	4712.822736	4109.367724	4077.742073	NA	2.781768465	2.863504288	2.725509151	2.673179858	2.828696585	3.051108924	2.989141794	2.708135257	4.187097073	4.217886602	4.383904459	4.411638577	4.120691754	3.983294567	3.921992128	4.083834327	4.182918479	3.993391107	3.884798127
65	Tunisia	TUNISIA	TUN	Africa	Northern Africa	1.66	1.686	1.678	1.765	1.955	2.005	2.001	1.952	1.949	1.977	NA	NA	NA	NA	2	NA	NA	2w	NA	2w	2	2w	2w	2w	2w	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.4	NA	NA	NA	NA	23.3	NA	NA	NA	NA	15.5	NA	NA	NA	NA	NA	NA	NA	NA	0.6288	0.6283	0.6295	0.6233	0.6266	0.6255	N/A	N/A	0.6272	0.634	0.636	0.651	NA	NA	NA	NA	NA	218.0360187	224.42662	229.168376	250.8518741	260.5787663	284.4120916	325.7911711	423.1599478	505.2003941	641.5930846	765.7901581	779.676264	863.7901651	985.6534984	1158.411974	1373.100667	1287.77428	1207.818259	1204.86443	1158.103282	1148.6381	1200.856062	1260.524063	1282.645675	1254.770903	1492.878809	1553.251774	1801.334534	1662.963364	1745.357659	1978.376789	2116.167296	2210.786913	2295.237988	2389.036036	2213.914088	2254.933126	2346.05937	2761.969249	3112.835029	3194.562243	3371.71231	3778.184171	4310.093026	4129.977335	4140.15177	4256.91279	4137.54814	4199.084678	4270.307423	3828.100633	3688.646375	NA	3.470567036	3.493216318	3.589426813	3.808477227	3.925615543	NA	4.738243951	5.442843431	4.295604229	4.377600979	4.353102085	4.196296908	4.54237781	NA	5.589236488	6.582933701	6.298664711	5.78362429	5.55860055
